id,age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,subscribed
19633,33,services,married,high.school,no,no,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes
19634,36,technician,married,professional.course,unknown,yes,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
19635,49,management,married,university.degree,no,yes,no,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
19636,26,technician,single,basic.9y,no,yes,no,cellular,sep,thu,1,999,1,failure,-1.1,94.199,-37.5,0.879,4963.6,yes
19637,39,housemaid,married,basic.9y,no,yes,no,cellular,nov,fri,4,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
19638,56,admin.,married,university.degree,no,yes,no,cellular,aug,wed,5,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
19639,31,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
19640,55,unknown,married,unknown,unknown,yes,no,cellular,aug,thu,4,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
19641,34,admin.,single,university.degree,no,yes,no,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
19642,46,management,married,university.degree,no,no,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
19643,37,admin.,married,high.school,no,yes,no,telephone,nov,fri,1,999,0,nonexistent,-3.4,92.649,-30.1,0.716,5017.5,no
19644,33,technician,married,professional.course,unknown,yes,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
19645,51,entrepreneur,married,basic.9y,no,no,no,cellular,nov,tue,1,999,1,failure,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
19646,47,technician,single,professional.course,unknown,no,no,telephone,may,tue,5,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
19647,39,admin.,single,university.degree,no,no,yes,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
19648,31,technician,single,professional.course,no,no,no,telephone,jul,tue,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
19649,44,blue-collar,married,high.school,no,no,no,cellular,apr,mon,2,999,1,failure,-1.8,93.075,-47.1,1.466,5099.1,no
19650,28,blue-collar,single,basic.9y,no,yes,no,cellular,may,fri,6,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
19651,31,management,divorced,university.degree,no,yes,no,cellular,may,fri,2,999,0,nonexistent,-1.8,92.893,-46.2,1.3130000000000002,5099.1,no
19652,30,technician,single,professional.course,no,no,no,telephone,may,tue,4,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
19653,28,technician,divorced,professional.course,no,no,no,cellular,may,tue,1,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
19654,40,technician,married,professional.course,no,no,no,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
19655,59,retired,married,professional.course,no,yes,yes,cellular,jun,mon,1,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,yes
19656,36,blue-collar,married,basic.6y,no,no,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.2990000000000002,5099.1,no
19657,43,unemployed,divorced,basic.9y,no,yes,no,cellular,jul,mon,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
19658,47,blue-collar,married,basic.9y,no,yes,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
19659,41,admin.,married,university.degree,no,yes,yes,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
19660,32,technician,married,university.degree,no,no,yes,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
19661,52,management,married,university.degree,no,yes,no,cellular,may,fri,3,3,3,success,-1.8,93.876,-40.0,0.684,5008.7,yes
19662,26,admin.,single,high.school,no,no,no,cellular,jun,tue,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,yes
19663,31,blue-collar,married,basic.9y,no,yes,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
19664,50,blue-collar,single,basic.4y,no,no,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
19665,37,admin.,single,university.degree,no,yes,yes,cellular,nov,fri,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
19666,40,blue-collar,married,high.school,no,no,yes,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
19667,27,admin.,single,high.school,no,yes,no,cellular,apr,thu,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,no
19668,55,blue-collar,married,basic.4y,no,yes,no,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
19669,60,housemaid,married,high.school,no,unknown,unknown,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
19670,30,admin.,single,university.degree,no,no,no,cellular,jun,tue,2,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,yes
19671,50,housemaid,single,unknown,no,no,yes,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
19672,30,admin.,married,university.degree,no,yes,no,cellular,apr,thu,3,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,yes
19673,52,technician,married,professional.course,no,yes,yes,cellular,sep,mon,1,999,1,failure,-3.4,92.379,-29.8,0.797,5017.5,yes
19674,28,admin.,single,university.degree,no,yes,no,telephone,may,fri,5,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
19675,53,services,divorced,university.degree,no,yes,no,telephone,may,tue,16,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
19676,31,services,single,high.school,no,no,no,cellular,jul,thu,2,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
19677,35,services,married,high.school,no,no,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
19678,38,services,married,high.school,no,no,no,cellular,apr,mon,3,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
19679,40,admin.,single,professional.course,no,yes,no,cellular,may,tue,1,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,no
19680,35,technician,divorced,professional.course,no,no,yes,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
19681,29,admin.,single,university.degree,no,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
19682,60,retired,divorced,basic.4y,unknown,yes,no,telephone,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,no
19683,33,blue-collar,married,high.school,no,yes,no,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
19684,28,technician,single,professional.course,no,yes,no,cellular,nov,wed,2,6,1,success,-3.4,92.649,-30.1,0.716,5017.5,yes
19685,50,technician,married,professional.course,no,no,no,cellular,nov,fri,4,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8,no
19686,43,services,married,basic.6y,no,no,no,cellular,sep,tue,1,999,0,nonexistent,-3.4,92.379,-29.8,0.75,5017.5,no
19687,44,admin.,married,university.degree,no,no,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
19688,35,blue-collar,divorced,basic.9y,no,yes,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
19689,34,services,married,high.school,no,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
19690,23,blue-collar,single,basic.4y,no,yes,no,cellular,may,fri,8,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
19691,29,services,single,high.school,unknown,yes,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
19692,57,self-employed,married,professional.course,no,yes,no,cellular,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,yes
19693,72,retired,married,basic.4y,no,no,yes,cellular,jul,fri,4,8,1,success,-1.7,94.215,-40.3,0.8220000000000001,4991.6,yes
19694,44,blue-collar,married,basic.4y,no,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
19695,27,services,single,professional.course,no,unknown,unknown,telephone,jul,wed,8,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
19696,44,entrepreneur,married,professional.course,no,yes,no,telephone,nov,mon,3,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
19697,34,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
19698,53,technician,married,professional.course,unknown,yes,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
19699,26,blue-collar,married,basic.9y,unknown,no,no,telephone,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
19700,34,admin.,married,university.degree,no,yes,no,cellular,aug,fri,1,999,0,nonexistent,-2.9,92.201,-31.4,0.8809999999999999,5076.2,no
19701,32,admin.,single,university.degree,no,no,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
19702,55,services,married,basic.4y,no,no,yes,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
19703,33,blue-collar,divorced,basic.9y,no,yes,no,cellular,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes
19704,37,blue-collar,single,basic.6y,unknown,no,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
19705,58,technician,divorced,university.degree,no,no,no,cellular,may,thu,1,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,no
19706,44,self-employed,married,high.school,no,yes,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,no
19707,36,management,married,university.degree,no,no,yes,cellular,nov,wed,3,3,3,success,-3.4,92.649,-30.1,0.715,5017.5,yes
19708,30,blue-collar,married,basic.9y,no,no,no,telephone,jun,thu,29,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1,no
19709,36,blue-collar,married,basic.9y,unknown,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
19710,52,admin.,married,university.degree,no,no,no,cellular,may,wed,3,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,yes
19711,24,services,single,high.school,no,no,no,cellular,may,thu,1,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no
19712,24,technician,single,professional.course,no,yes,no,cellular,jun,tue,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,no
19713,63,retired,married,basic.4y,no,no,no,telephone,aug,thu,3,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,no
19714,38,blue-collar,single,basic.9y,unknown,yes,no,telephone,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
19715,28,blue-collar,married,basic.6y,unknown,yes,yes,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
19716,36,admin.,married,university.degree,no,yes,yes,cellular,aug,mon,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
19717,38,admin.,married,university.degree,no,no,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
19718,50,blue-collar,married,professional.course,unknown,no,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
19719,36,admin.,married,university.degree,no,yes,no,cellular,sep,tue,1,999,2,failure,-1.1,94.199,-37.5,0.8809999999999999,4963.6,no
19720,38,admin.,married,university.degree,no,no,no,cellular,aug,mon,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
19721,41,blue-collar,married,basic.9y,no,yes,no,cellular,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
19722,48,services,married,professional.course,unknown,yes,no,cellular,jul,thu,5,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
19723,40,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
19724,32,blue-collar,single,basic.6y,no,yes,no,cellular,may,fri,1,999,1,failure,-1.8,92.893,-46.2,1.3130000000000002,5099.1,no
19725,26,services,single,university.degree,no,yes,no,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
19726,53,technician,married,professional.course,unknown,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
19727,31,admin.,single,university.degree,no,yes,no,cellular,aug,thu,6,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
19728,45,technician,married,high.school,no,yes,no,cellular,aug,fri,2,999,0,nonexistent,-2.9,92.201,-31.4,0.825,5076.2,no
19729,41,admin.,married,basic.9y,no,no,no,telephone,may,tue,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
19730,37,admin.,married,university.degree,no,yes,no,telephone,apr,fri,4,999,0,nonexistent,-1.8,93.075,-47.1,1.479,5099.1,no
19731,25,blue-collar,single,basic.4y,no,yes,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
19732,30,technician,single,professional.course,no,no,no,cellular,may,wed,3,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,yes
19733,60,management,married,university.degree,unknown,no,no,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
19734,34,admin.,married,university.degree,no,yes,no,cellular,may,mon,1,999,1,failure,-1.8,92.893,-46.2,1.264,5099.1,no
19735,39,unemployed,married,professional.course,no,yes,no,cellular,nov,mon,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,no
19736,34,admin.,single,university.degree,unknown,no,no,cellular,aug,mon,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
19737,36,blue-collar,married,unknown,no,yes,no,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
19738,45,management,married,high.school,unknown,no,no,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
19739,31,services,married,high.school,no,no,no,telephone,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
19740,51,entrepreneur,divorced,university.degree,unknown,no,no,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
19741,28,admin.,single,high.school,no,yes,yes,cellular,jun,thu,2,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,yes
19742,62,admin.,married,university.degree,no,yes,no,cellular,aug,fri,1,999,0,nonexistent,-2.9,92.201,-31.4,0.8490000000000001,5076.2,yes
19743,47,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
19744,32,management,single,university.degree,no,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
19745,36,technician,married,high.school,no,no,no,telephone,jun,fri,4,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
19746,34,technician,married,professional.course,no,yes,yes,cellular,nov,fri,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
19747,56,retired,married,basic.4y,no,yes,no,cellular,nov,fri,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,yes
19748,43,admin.,single,professional.course,no,no,yes,telephone,jun,fri,14,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
19749,38,blue-collar,married,basic.6y,no,no,no,cellular,jul,wed,17,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
19750,45,entrepreneur,married,high.school,no,no,no,telephone,jun,tue,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
19751,44,admin.,single,high.school,no,yes,no,cellular,nov,wed,1,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8,no
19752,29,self-employed,single,university.degree,no,yes,no,cellular,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
19753,32,admin.,married,university.degree,unknown,yes,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
19754,52,management,married,university.degree,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
19755,31,technician,single,university.degree,no,no,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
19756,42,entrepreneur,married,basic.4y,unknown,yes,no,cellular,jul,thu,2,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
19757,36,technician,married,university.degree,no,yes,no,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
19758,51,blue-collar,married,basic.9y,unknown,yes,no,cellular,may,wed,1,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,no
19759,17,student,single,basic.9y,no,yes,no,cellular,aug,fri,2,999,2,failure,-2.9,92.201,-31.4,0.8690000000000001,5076.2,no
19760,38,unknown,divorced,high.school,unknown,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
19761,29,services,single,high.school,no,yes,no,cellular,may,thu,3,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
19762,46,management,married,university.degree,no,no,no,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
19763,31,blue-collar,single,basic.9y,unknown,yes,yes,cellular,may,wed,2,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
19764,26,services,single,basic.9y,unknown,yes,no,cellular,may,tue,1,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
19765,31,services,single,high.school,no,no,no,cellular,may,wed,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,yes
19766,37,technician,married,basic.9y,no,yes,no,telephone,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,no
19767,38,unknown,married,unknown,no,yes,yes,cellular,aug,wed,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
19768,78,retired,married,high.school,no,yes,no,cellular,may,mon,2,3,2,failure,-1.8,92.893,-46.2,1.264,5099.1,no
19769,36,admin.,single,university.degree,no,no,no,cellular,may,fri,3,999,1,failure,-1.8,92.893,-46.2,1.3130000000000002,5099.1,no
19770,24,management,single,university.degree,no,no,yes,telephone,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.406000000000001,5195.8,no
19771,40,entrepreneur,married,basic.9y,unknown,yes,yes,telephone,may,tue,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
19772,33,admin.,married,university.degree,no,yes,no,cellular,aug,wed,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
19773,33,blue-collar,single,basic.9y,no,yes,no,cellular,jul,tue,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
19774,45,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
19775,50,entrepreneur,divorced,university.degree,no,yes,no,cellular,jul,thu,1,6,3,success,-1.7,94.215,-40.3,0.899,4991.6,yes
19776,66,blue-collar,married,unknown,no,yes,no,cellular,may,wed,2,6,2,success,-1.8,93.876,-40.0,0.682,5008.7,yes
19777,59,admin.,married,university.degree,no,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
19778,72,admin.,married,university.degree,unknown,no,yes,cellular,oct,tue,1,6,1,success,-3.4,92.431,-26.9,0.728,5017.5,yes
19779,31,services,married,high.school,no,yes,no,telephone,jun,wed,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
19780,31,admin.,married,university.degree,no,no,yes,cellular,aug,fri,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
19781,41,services,married,high.school,unknown,yes,yes,telephone,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
19782,51,technician,married,university.degree,unknown,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
19783,61,technician,married,university.degree,no,no,no,cellular,apr,tue,2,999,0,nonexistent,-1.8,93.075,-47.1,1.384,5099.1,no
19784,46,admin.,divorced,university.degree,no,no,no,telephone,nov,fri,7,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
19785,40,housemaid,married,basic.4y,unknown,no,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
19786,37,technician,married,professional.course,unknown,yes,yes,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
19787,35,services,married,professional.course,unknown,no,no,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
19788,27,technician,single,university.degree,no,no,yes,cellular,nov,wed,1,999,0,nonexistent,-3.4,92.649,-30.1,0.716,5017.5,yes
19789,44,services,divorced,basic.9y,no,yes,no,telephone,jul,tue,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
19790,32,blue-collar,married,basic.4y,no,yes,no,telephone,may,fri,4,999,0,nonexistent,-1.8,92.893,-46.2,1.3130000000000002,5099.1,no
19791,28,entrepreneur,married,university.degree,no,no,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
19792,29,admin.,single,university.degree,no,no,yes,cellular,nov,wed,1,3,1,success,-3.4,92.649,-30.1,0.715,5017.5,yes
19793,36,admin.,single,university.degree,no,no,yes,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
19794,39,blue-collar,married,university.degree,no,no,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
19795,42,blue-collar,married,basic.6y,unknown,no,no,cellular,nov,tue,2,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
19796,31,admin.,single,high.school,no,no,no,cellular,may,wed,2,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
19797,37,blue-collar,married,basic.9y,no,yes,no,cellular,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
19798,38,blue-collar,single,unknown,unknown,no,no,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.3130000000000002,5099.1,no
19799,38,blue-collar,single,basic.9y,unknown,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
19800,34,technician,single,professional.course,no,no,no,telephone,may,thu,4,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
19801,46,admin.,married,high.school,unknown,yes,yes,telephone,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
19802,30,blue-collar,divorced,basic.6y,no,no,no,cellular,jul,tue,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
19803,36,services,married,high.school,no,yes,yes,cellular,aug,thu,2,999,1,failure,-2.9,92.201,-31.4,0.873,5076.2,yes
19804,36,entrepreneur,single,university.degree,no,no,no,telephone,jun,tue,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
19805,32,technician,married,basic.6y,unknown,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
19806,38,technician,married,high.school,no,yes,no,cellular,aug,thu,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
19807,45,self-employed,married,university.degree,no,no,yes,cellular,aug,thu,1,999,0,nonexistent,-2.9,92.201,-31.4,0.851,5076.2,no
19808,47,blue-collar,single,basic.9y,unknown,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
19809,38,entrepreneur,married,basic.9y,no,yes,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
19810,43,blue-collar,married,basic.6y,no,no,no,cellular,may,fri,5,999,1,failure,-1.8,92.893,-46.2,1.3130000000000002,5099.1,no
19811,34,admin.,divorced,university.degree,no,no,no,cellular,nov,thu,2,999,1,failure,-0.1,93.2,-42.0,4.0760000000000005,5195.8,yes
19812,27,blue-collar,single,high.school,no,yes,no,telephone,jun,tue,5,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
19813,55,admin.,married,high.school,unknown,yes,no,cellular,may,tue,2,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
19814,34,unknown,married,unknown,unknown,no,no,cellular,aug,wed,3,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no
19815,31,admin.,single,high.school,no,no,no,cellular,may,fri,4,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
19816,47,blue-collar,married,basic.4y,unknown,yes,no,cellular,may,wed,7,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
19817,28,technician,single,professional.course,no,yes,no,telephone,may,fri,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
19818,46,services,married,high.school,no,yes,no,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
19819,49,services,married,high.school,no,no,no,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
19820,71,retired,married,high.school,no,yes,no,telephone,sep,wed,1,999,2,failure,-1.1,94.199,-37.5,0.8859999999999999,4963.6,no
19821,41,management,married,university.degree,unknown,yes,no,telephone,jun,thu,7,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
19822,36,admin.,divorced,university.degree,no,no,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
19823,29,technician,single,university.degree,no,yes,yes,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no
19824,47,blue-collar,single,basic.9y,unknown,no,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
19825,29,blue-collar,married,professional.course,no,no,no,telephone,may,wed,8,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
19826,54,admin.,married,university.degree,no,no,no,telephone,may,wed,7,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
19827,28,blue-collar,single,basic.9y,no,yes,no,telephone,oct,mon,1,999,0,nonexistent,-1.1,94.601,-49.5,0.977,4963.6,no
19828,36,blue-collar,married,basic.6y,no,no,no,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
19829,36,services,married,high.school,unknown,yes,yes,cellular,apr,fri,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
19830,45,management,married,university.degree,no,no,yes,telephone,jul,thu,2,999,1,failure,-1.7,94.215,-40.3,0.884,4991.6,no
19831,31,admin.,single,university.degree,no,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
